Line,Product ID,Product Description,IND,Qty,UOM,Pack,Weight,GST%,Cost,Mrgn$,GST$,Total Cost ITEM,Total Val EXTENDED,Landed Unit Cost,SuggSell,GP%
,371105,,SANIT SO GOOD ALM MILK UNSWT1L,1,CSE,12,12.680,.00,28.11,,.00,35.0,35.0,35.0,35.0,35.0
,670981,12X600ML,COMM CO C/PK SP/WTR,6,CSE,1,44.820,.00,4.48,,.00,14.6,14.6,14.6,14.6,14.6
,671000,24X600ML,COMM CO C/PK SP/WTR,6,CSE,1,92.340,.00,7.52,,.00,9.9,9.9,9.9,9.9,9.9
,35843,2L,B/GOLD CORD IMT RASP,1,CSE,6,13.190,10.00,12.22,,10.00,13.6,13.6,13.6,13.6,13.6
,634273,2L,G/CIRC JCE APPLE PET,1,CSE,6,13.250,.00,19.17,,.00,16.8,16.8,16.8,16.8,16.8
,634265,2L,G/CIRC JCE PINE U/S PET,1,CSE,6,13.280,.00,19.17,,.00,25.9,25.9,25.9,25.9,25.9
,8692,,CUPASOUP CRT CRMY POT/BAC 2SRV,1,CSE,7,.620,.00,6.46,,.00,20.5,20.5,20.5,20.5,20.5
,9012,2SRV,CUPASOUP CRT CRMY CHKN,1,CSE,7,.660,.00,6.46,,.00,20.5,20.5,20.5,20.5,20.5
,361456,,CUPASOUP HRTY GARDEN VEG  2SRV,1,CSE,7,.730,.00,6.46,,.00,20.5,20.5,20.5,20.5,20.5
,439267,,CUPASOUP HRTY RST CHICKEN 2SRV,1,CSE,7,.770,.00,6.46,,.00,20.5,20.5,20.5,20.5,20.5
,407642,2SRV,CUPASOUP PEA & HAM,1,CSE,7,.630,.00,6.46,,.00,20.5,20.5,20.5,20.5,20.5
,19318,,GREENSEAS TUNA CHK BRINE 425GM,1,CSE,12,6.240,.00,42.10,,.00,40.8,40.8,40.8,40.8,40.8
,74651,,GREENSEAS TUNA LEM PEPPER 95GM,1,CSE,12,1.520,.00,10.83,,.00,15.5,15.5,15.5,15.5,15.5
,23561,425GM,J/WEST TUNA IN BRINE,1,CSE,12,6.270,.00,46.20,,.00,36.2,36.2,36.2,36.2,36.2
,300963,,J/WEST TUNA LT SPR/WATER  95GM,1,CSE,12,1.560,.00,12.97,,.00,47.2,47.2,47.2,47.2,47.2
,454403,95GM,SIRENA TUNA CHILLI,1,CSE,24,3.060,.00,43.31,,.00,38.9,38.9,38.9,38.9,38.9
,891223,,HNZ BAKED BEANS ENGLISH  300GM,1,CSE,12,4.370,.00,19.35,,.00,29.6,29.6,29.6,29.6,29.6
,393754,420GM,EDG PEAS GREEN,1,CSE,10,4.900,.00,11.00,,.00,35.4,35.4,35.4,35.4,35.4
,31920,,BEGA PEANUT BTR CRUNCHY  375GM,1,CSE,12,5.060,.00,25.15,,.00,24.8,24.8,24.8,24.8,24.8
,28294,2L,B/GOLD VINEGAR WHITE,1,CSE,6,12.900,.00,9.37,,.00,12.9,12.9,12.9,12.9,12.9
,355573,250ML,FOUNT SCE SOY & HONEY,1,CSE,8,4.140,.00,15.44,,.00,39.3,39.3,39.3,39.3,39.3
,373063,,FOUNT SCE SQZ CHILLI SWT 500ML,1,CSE,6,4.080,.00,12.45,,.00,41.6,41.6,41.6,41.6,41.6
,38320,35GM,TANDACO YEAST,1,CSE,14,.760,.00,26.74,,.00,30.7,30.7,30.7,30.7,30.7
,46797,500GM,S/REMO SPAGHETTI NO5,1,CSE,20,10.520,.00,30.53,,.00,17.7,17.7,17.7,17.7,17.7
,353796,500GM,S/REMO SPAGHETTI NO4,1,CSE,20,10.690,.00,30.53,,.00,17.7,17.7,17.7,17.7,17.7
,352601,,S/REMO SPIRALS LGE NO53  500GM,1,CSE,12,6.580,.00,18.32,,.00,17.6,17.6,17.6,17.6,17.6
,40725,,CONT PASTA/SCE BAC/CARBON 85GM,1,CSE,7,.810,.00,11.85,,.00,26.3,26.3,26.3,26.3,26.3
,397363,,CONT PASTA/SCE MAC CHEESE 105G,1,CSE,7,.950,.00,11.85,,.00,26.3,26.3,26.3,26.3,26.3
,90047,85GM,FANTASTIC BOWL NDL CHIC,1,CSE,12,1.590,.00,14.10,,.00,37.2,37.2,37.2,37.2,37.2
,625842,,INDOMIE INS/NDL BBQ CHKN5X85GM,3,CSE,8,12.000,.00,14.01,,.00,24.4,24.4,24.4,24.4,24.4
,835219,5X85GM,INDOMIE INS/NDL FRIED,3,CSE,8,12.000,.00,14.01,,.00,24.4,24.4,24.4,24.4,24.4
,640583,70GM,SUIMIN CUP BRAISED BEEF,1,CSE,12,1.290,.00,8.30,,.00,25.5,25.5,25.5,25.5,25.5
,640321,,SUIMIN CUP CHCKN ORIENTAL 70GM,1,CSE,12,1.310,.00,8.30,,.00,25.5,25.5,25.5,25.5,25.5
,383644,70GM,SUIMIN CUP CHIC NOODLES,1,CSE,12,1.300,.00,8.30,,.00,25.5,25.5,25.5,25.5,25.5
,392211,70GM,SUIMIN CUP SPICY THAI,1,CSE,12,1.290,.00,8.30,,.00,25.5,25.5,25.5,25.5,25.5
,406816,,ARN CHOC TIM TAM DBL CHOC200GM,1,CSE,24,5.390,10.00,37.98,,10.00,34.0,34.0,34.0,34.0,34.0
,490695,200GM,ARN CHOC WHEATEN MILK,1,CSE,20,4.590,10.00,32.05,,10.00,51.1,51.1,51.1,51.1,51.1
,348270,500GM,,1,CSE,12,6.840  10.00,6.840  10.00,20.17,,6.840  10.00,13.3,13.3,13.3,13.3,13.3
,11271,100GM,P,1,CSE,12,1.610  10.00,1.610  10.00,9.81,,1.610  10.00,22.5,22.5,22.5,22.5,22.5
,344624,250GM,P,1,CSE,8,2.410  10.00,2.410  10.00,12.30,,2.410  10.00,8.6,8.6,8.6,8.6,8.6
,59978,20S,,1,CSE,12,3.820  10.00,3.820  10.00,17.70,,3.820  10.00,28.6,28.6,28.6,28.6,28.6
,8281,,,1,CSE,10,6.750  10.00,6.750  10.00,32.64,,6.750  10.00,24.3,24.3,24.3,24.3,24.3
,485064,,,1,CSE,24,7.020  10.00,7.020  10.00,23.94,,7.020  10.00,16.5,16.5,16.5,16.5,16.5
,348741,TWN,,1,CSE,6,1.720  10.00,1.720  10.00,14.82,,1.720  10.00,29.5,29.5,29.5,29.5,29.5
,937728,,,1,CSE,12,.320 A10.00,.320 A10.00,28.95,,.320 A10.00,25.9,25.9,25.9,25.9,25.9
,402383,200S,,1,CSE,12,.710  10.00,.710  10.00,9.86,,.710  10.00,19.0,19.0,19.0,19.0,19.0
,371309,25GM,,1,CSE,6,.210  10.00,.210  10.00,28.40,,.210  10.00,23.1,23.1,23.1,23.1,23.1
,64436,10S,,1,CSE,6,1.080 .00,1.080 .00,26.11,,1.080 .00,17.2,17.2,17.2,17.2,17.2
,401230,100S,,1,CSE,6,4.750  10.00,4.750  10.00,19.50,,4.750  10.00,44.9,44.9,44.9,44.9,44.9
,61802,RF 80S,P,1,CSE,4,2.360  10.00,2.360  10.00,9.29,,2.360  10.00,21.4,21.4,21.4,21.4,21.4
,440315,,,1,CSE,12,1.620  10.00,1.620  10.00,25.33,,1.620  10.00,13.2,13.2,13.2,13.2,13.2
,5385,,,1,CSE,6,1.350  10.00,1.350  10.00,26.30,,1.350  10.00,51.5,51.5,51.5,51.5,51.5
,484589,,P,1,CSE,8,.250  10.00,.250  10.00,12.78,,.250  10.00,40.2,40.2,40.2,40.2,40.2
,388660,,,1,CSE,8,.220  10.00,.220  10.00,17.18,,.220  10.00,39.3,39.3,39.3,39.3,39.3
,370659,250ML,,1,CSE,6,1.860  10.00,1.860  10.00,20.15,,1.860  10.00,31.7,31.7,31.7,31.7,31.7
,680795,,,1,CSE,6,6.700  10.00,6.700  10.00,10.32,,6.700  10.00,61.2,61.2,61.2,61.2,61.2
,343050,3PK,,1,CSE,12,.410  10.00,.410  10.00,6.00,,.410  10.00,50.6,50.6,50.6,50.6,50.6
,52829,3PK,,1,CSE,12,1.010  10.00,1.010  10.00,9.89,,1.010  10.00,17.9,17.9,17.9,17.9,17.9
,99240,375GM,,1,CSE,12,5.730 .00,5.730 .00,53.32,,5.730 .00,24.5,24.5,24.5,24.5,24.5
,344357,200GM,P TNA,1,CSE,12,,,,,,,,,,
,623939,,*DEL*,1,CSE,6,,,,,,,,,,
,14570,COCA COLA2L,P,3,CSE,8,51.930  10.00,51.930  10.00,20.21,,51.930  10.00,23.87,71.61,2.98,2.99,.2
,921743,COCA COLA N/SUG2L,P,2,CSE,8,33.660  10.00,33.660  10.00,20.21,,33.660  10.00,23.87,47.74,2.98,2.99,.2
,13621,FANTA ORANGE2L,P,1,CSE,8,17.270  10.00,17.270  10.00,17.78,,17.270  10.00,21.00,21.00,2.62,2.99,12.2
,51352,SPRITE2L,P,3,CSE,8,52.020  10.00,52.020  10.00,17.78,,52.020  10.00,21.00,63.00,2.62,2.99,12.2
